ID,Decidim Component ID,Decidim Scope ID,Created At,Updated At,Proposal Votes Count,State,Answered At,Answer,Reference,Address,Latitude,Longitude,Published At,Proposal Notes Count,Coauthorships Count,Participatory Text Level,Position,Created In Meeting,Cost,Cost Report,Execution Period,State Published At,Endorsements Count,Title,Body,Comments Count,Follows Count,Is Interactive,Badge Array,Associated State,Title Clean,Body Clean,Topic
12368,10,1.0,"2023-10-16T01:02:05,680","2023-10-30T20:52:29,061",31,,,,brasilpartipativo-PROP-2023-10-12368,,,,"2023-10-16T01:02:40,238",0,1,,727,False,,,,,0,"{""pt-BR"": ""Apoio à Maternidade e Paternidade Responsáveis""}","{""pt-BR"": ""Programas de apoio a jovens pais, incluindo educação e assistência médica, promovem parentalidade saudável. Garantir apoio emocional e financeiro é crucial para famílias jovens.""}",5,1,True,[],,apoio à maternidade e paternidade responsáveis,"programas de apoio a jovens pais, incluindo educação e assistência médica, promovem parentalidade saudável. garantir apoio emocional e financeiro é crucial para famílias jovens.",Educação
13069,10,6.0,"2023-10-29T18:32:23,992","2023-10-30T01:26:59,000",33,,,,brasilpartipativo-PROP-2023-10-13069,,,,"2023-10-29T18:32:46,019",0,1,,1418,False,,,,,0,"{""pt-BR"": ""Programas de combate à evasão escolar""}","{""pt-BR"": ""Implementar programas de apoio à permanência de jovens na escola, oferecendo incentivos e apoio acadêmico""}",5,1,True,[],,programas de combate à evasão escolar,"implementar programas de apoio à permanência de jovens na escola, oferecendo incentivos e apoio acadêmico",Educação
12785,10,1.0,"2023-10-26T00:18:04,850","2023-10-29T19:40:35,933",30,,,,brasilpartipativo-PROP-2023-10-12785,,,,"2023-10-26T00:19:48,619",0,1,,1137,False,,,,,0,"{""pt-BR"": ""Meta de construção de Metrô ""}","{""pt-BR"": ""Cada Estado deveria ter uma meta anual, proporcional à sua população, para construção de uma certa quantidade de quilômetros de linhas de metrô no Estado,  Essa meta seria para cada 4 anos de governo. Os recursos seriam do Estado e do governo federal. \n\nA idéia seria definir metas modestas, em face dos custos elevados desse tipo de obra, mas isso ao longo dos anos geraria muitos km de transporte público de qualidade para a população. Política de Estado, em favor do povo brasileiro.""}",5,2,True,[],,meta de construção de metrô ,"cada estado deveria ter uma meta anual, proporcional à sua população, para construção de uma certa quantidade de quilômetros de linhas de metrô no estado,  essa meta seria para cada 4 anos de governo. os recursos seriam do estado e do governo federal. 

a idéia seria definir metas modestas, em face dos custos elevados desse tipo de obra, mas isso ao longo dos anos geraria muitos km de transporte público de qualidade para a população. política de estado, em favor do povo brasileiro.",Educação
12851,10,1.0,"2023-10-26T21:20:11,174","2023-10-30T19:09:51,392",26,,,,brasilpartipativo-PROP-2023-10-12851,,,,"2023-10-26T21:20:50,074",0,1,,1202,False,,,,,0,"{""pt-BR"": ""Licença parental para Jovens Pais""}","{""pt-BR"": ""Se regulamentada ao entrar em vigor a proposta envolve a criação de políticas que permitam que os jovens pais escolham entre diferentes opções de licença, como licença remunerada, não remunerada, licença parcial, ou licença compartilhada entre os pais.  Isso exigiria cooperação com empregadores e instituições de ensino para garantir que os jovens pais tenham o apoio necessário para equilibrar suas responsabilidades parentais com suas metas educacionais e profissionais.""}",5,1,True,[],,licença parental para jovens pais,"se regulamentada ao entrar em vigor a proposta envolve a criação de políticas que permitam que os jovens pais escolham entre diferentes opções de licença, como licença remunerada, não remunerada, licença parcial, ou licença compartilhada entre os pais.  isso exigiria cooperação com empregadores e instituições de ensino para garantir que os jovens pais tenham o apoio necessário para equilibrar suas responsabilidades parentais com suas metas educacionais e profissionais.",Educação
13128,10,1.0,"2023-10-29T19:49:39,908","2023-10-30T23:02:38,778",44,,,,brasilpartipativo-PROP-2023-10-13128,,,,"2023-10-29T19:50:15,459",0,1,,1476,False,,,,,0,"{""pt-BR"": ""Programa de Prevenção ao Bullying Escolar""}","{""pt-BR"": ""Implementa programas de prevenção e intervenção para combater o bullying nas escolas.""}",5,4,True,[],,programa de prevenção ao bullying escolar,implementa programas de prevenção e intervenção para combater o bullying nas escolas.,Educação
11956,10,27.0,"2023-09-28T02:01:11,378","2023-10-29T02:54:59,703",32,,,,brasilpartipativo-PROP-2023-09-11956,,,,"2023-09-28T02:01:39,322",0,1,,322,False,,,,,0,"{""pt-BR"": ""Conferência Municipal da Juventude de Santos / SP""}","{""pt-BR"": ""- Instalação de novas unidades do Bom Prato, próximas a instituições de ensino.""}",5,1,True,[],,conferência municipal da juventude de santos / sp,"- instalação de novas unidades do bom prato, próximas a instituições de ensino.",Educação
12697,10,1.0,"2023-10-23T17:56:57,408","2023-10-29T04:12:00,983",64,accepted,"2023-10-26T15:39:35,766","{""pt-BR"": ""<p>Que ótimo! Recebemos sua proposta para a 4ª Conferência Nacional de Juventude no Brasil Participativo. Você pode fazer outras propostas, votar e comentar em outras ideias até o dia 30 de outubro de 2023. Sessenta propostas serão eleitas na Etapa Digital e sessenta participantes poderão se tornar delegadas(os) para a Etapa Nacional da #4ConfJuv, que será realizada de 14 a 17 de dezembro, em Brasília.</p><p>Divulgue nas suas redes:</p><p>Vote na minha proposta para melhorar o Brasil:</p><p>&nbsp; <a href=\""/assemblies/confjuv4/f/10/proposals/12697\"" rel=\""noopener noreferrer\"" target=\""_blank\"">http://brasilparticipativo.presidencia.gov.br/assemblies/confjuv4/f/10/proposals/12697</a></p>""}",brasilpartipativo-PROP-2023-10-12697,,,,"2023-10-23T18:09:45,688",0,1,,1053,False,,{},{},"2023-10-26T15:39:35,767",0,"{""pt-BR"": ""Garantia à Inclusão de PCDs nas Universidades""}","{""pt-BR"": ""Ainda persiste - mesmo com a criação de leis, mobilização em prol da causa das PCDs e luta pela permanência universitária destas - os inúmeros casos de discriminação, capacistismo, falta de acessibilidade e evasão universitária. Dado este cenário, se faz indispensável a criação de políticas públicas para garantia do direito a uma educação de qualidade e inclusiva para essas pessoas, respeitando suas singularidades e com efetiva acessibilidade, além da verificação ao cumprimento da LBI.""}",5,4,True,[],,garantia à inclusão de pcds nas universidades,"ainda persiste - mesmo com a criação de leis, mobilização em prol da causa das pcds e luta pela permanência universitária destas - os inúmeros casos de discriminação, capacistismo, falta de acessibilidade e evasão universitária. dado este cenário, se faz indispensável a criação de políticas públicas para garantia do direito a uma educação de qualidade e inclusiva para essas pessoas, respeitando suas singularidades e com efetiva acessibilidade, além da verificação ao cumprimento da lbi.",Educação
12786,10,1.0,"2023-10-26T00:22:03,508","2023-10-29T19:40:23,063",33,,,,brasilpartipativo-PROP-2023-10-12786,,,,"2023-10-26T00:23:31,756",0,1,,1138,False,,,,,0,"{""pt-BR"": ""Criação de Centros de Pesquisa e Desenvolvimento Públicos""}","{""pt-BR"": ""Precisamos acelerar o P&D do nosso país, mas para conseguir o progresso real devemos incluir o povo na equação. \n\nA criação de Centros de P&D voltados para cooperação do povo pode ser um ponto de partida para termos mudanças significativas na qualidade de vida da população e no impacto ambiental causado.\n\nPodemos ter aulas, workshops, pesquisas, desenvolvimento de inovações e resultados práticos em um só lugar.""}",5,2,True,[],,criação de centros de pesquisa e desenvolvimento públicos,"precisamos acelerar o p&d do nosso país, mas para conseguir o progresso real devemos incluir o povo na equação. 

a criação de centros de p&d voltados para cooperação do povo pode ser um ponto de partida para termos mudanças significativas na qualidade de vida da população e no impacto ambiental causado.

podemos ter aulas, workshops, pesquisas, desenvolvimento de inovações e resultados práticos em um só lugar.",Educação
12634,10,1.0,"2023-10-20T16:21:55,994","2023-10-30T18:37:49,203",36,,,,brasilpartipativo-PROP-2023-10-12634,,,,"2023-10-20T16:22:13,596",0,1,,991,False,,,,,0,"{""pt-BR"": ""Promover a educação midiática nas escolas, capacitando os jovens para uma leitura crítica e consciente das mídias""}","{""pt-BR"": ""Essa proposta visa inserir a educação midiática no currículo escolar, com o objetivo de capacitar os jovens a desenvolverem habilidades de leitura crítica das mídias. Isso envolve ensinar os jovens a identificar fake news, compreender os diferentes discursos midiáticos e avaliar a veracidade das informações.""}",5,2,True,[],,"promover a educação midiática nas escolas, capacitando os jovens para uma leitura crítica e consciente das mídias","essa proposta visa inserir a educação midiática no currículo escolar, com o objetivo de capacitar os jovens a desenvolverem habilidades de leitura crítica das mídias. isso envolve ensinar os jovens a identificar fake news, compreender os diferentes discursos midiáticos e avaliar a veracidade das informações.",Educação
12060,10,1.0,"2023-10-05T00:32:51,985","2023-10-29T03:47:49,516",54,,,,brasilpartipativo-PROP-2023-10-12060,,,,"2023-10-05T00:33:02,596",0,1,,421,False,,,,,0,"{""pt-BR"": ""Como lidar com pessoas atípicas ""}","{""pt-BR"": ""Ensinar a todos nas escolas como lidar com pessoas atípicas, com síndromes. Gerando grande impacto social.""}",5,1,True,[],,como lidar com pessoas atípicas ,"ensinar a todos nas escolas como lidar com pessoas atípicas, com síndromes. gerando grande impacto social.",Educação
12662,10,1.0,"2023-10-20T20:06:43,906","2023-10-29T03:36:23,792",42,,,,brasilpartipativo-PROP-2023-10-12662,,,,"2023-10-20T20:06:58,792",0,1,,1018,False,,,,,0,"{""pt-BR"": ""Educação de Jovens e Adultos do Campo""}","{""pt-BR"": ""A Educação de Jovens e Adultos (EJA) no campo representa uma jornada educacional única, abordando os desafios específicos enfrentados pelas comunidades rurais. Este programa busca proporcionar educação e alfabetização a indivíduos que não tiveram acesso adequado à escola durante a infância. Este título destaca a importância de adaptar os currículos, incorporando contextos rurais, promovendo assim a inclusão educacional e capacitando os adultos do campo para um futuro mais promissor.""}",5,1,True,[],,educação de jovens e adultos do campo,"a educação de jovens e adultos (eja) no campo representa uma jornada educacional única, abordando os desafios específicos enfrentados pelas comunidades rurais. este programa busca proporcionar educação e alfabetização a indivíduos que não tiveram acesso adequado à escola durante a infância. este título destaca a importância de adaptar os currículos, incorporando contextos rurais, promovendo assim a inclusão educacional e capacitando os adultos do campo para um futuro mais promissor.",Educação
12197,10,1.0,"2023-10-10T23:36:59,577","2023-10-29T04:06:23,969",48,,,,brasilpartipativo-PROP-2023-10-12197,,,,"2023-10-10T23:48:54,872",0,1,,557,False,,,,,0,"{""pt-BR"": ""A política pública de doação de CNH gratuita para alunos que estão terminando o ensino médio tem como objetivo facilitar o acesso ao emprego.""}","{""pt-BR"": ""A política pública de doação de CNH gratuita para alunos que estão terminando o ensino médio, por meio de um edital classificatório, busca estabelecer critérios transparentes e objetivos para a seleção dos beneficiários. Dessa forma, é possível garantir que os recursos sejam direcionados de maneira justa e equitativa, levando em consideração mérito acadêmico, condições socioeconômicas ou outros critérios relevantes. Isso promove a transparência e a eficiência na implementação da política""}",5,2,True,[],,a política pública de doação de cnh gratuita para alunos que estão terminando o ensino médio tem como objetivo facilitar o acesso ao emprego.,"a política pública de doação de cnh gratuita para alunos que estão terminando o ensino médio, por meio de um edital classificatório, busca estabelecer critérios transparentes e objetivos para a seleção dos beneficiários. dessa forma, é possível garantir que os recursos sejam direcionados de maneira justa e equitativa, levando em consideração mérito acadêmico, condições socioeconômicas ou outros critérios relevantes. isso promove a transparência e a eficiência na implementação da política",Educação
12430,10,1.0,"2023-10-17T11:59:15,098","2023-10-28T22:57:36,772",46,,,,brasilpartipativo-PROP-2023-10-12430,,,,"2023-10-17T11:59:30,199",0,1,,788,False,,,,,0,"{""pt-BR"": ""Acesso Gratuito à Internet em Espaços Públicos""}","{""pt-BR"": ""Oferecer acesso gratuito à internet em parques, praças e bibliotecas, garantindo que jovens de todas as origens socioeconômicas possam acessar recursos educacionais online e oportunidades de emprego.""}",5,1,True,[],,acesso gratuito à internet em espaços públicos,"oferecer acesso gratuito à internet em parques, praças e bibliotecas, garantindo que jovens de todas as origens socioeconômicas possam acessar recursos educacionais online e oportunidades de emprego.",Educação
13991,10,1.0,"2023-10-30T23:31:30,849","2023-10-31T01:09:14,672",18,,,,brasilpartipativo-PROP-2023-10-13991,,,,"2023-10-30T23:32:09,454",0,1,,2337,False,,,,,0,"{""pt-BR"": ""Apoio a Refugiados e Asilados""}","{""pt-BR"": ""Estabelecer programas de integração para refugiados e asilados, oferecendo apoio na obtenção de moradia, emprego e aprendizado do idioma do país de acolhimento.""}",5,2,True,[],,apoio a refugiados e asilados,"estabelecer programas de integração para refugiados e asilados, oferecendo apoio na obtenção de moradia, emprego e aprendizado do idioma do país de acolhimento.",Educação
12390,10,1.0,"2023-10-16T05:36:55,482","2023-10-30T19:06:01,120",44,,,,brasilpartipativo-PROP-2023-10-12390,,,,"2023-10-16T05:37:44,204",0,1,,749,False,,,,,0,"{""pt-BR"": ""Flexibilidade no Trabalho para jovens que trabalham e estudam ao mesmo tempo""}","{""pt-BR"": ""Incentivar a adoção de políticas de trabalho flexíveis, como horários de trabalho alternativos, trabalho remoto ou compartilhamento de empregos, para ajudar os jovens a equilibrar suas vidas pessoais, profissionais e estudos para que não haja desistência da vida escolar.""}",5,1,True,[],,flexibilidade no trabalho para jovens que trabalham e estudam ao mesmo tempo,"incentivar a adoção de políticas de trabalho flexíveis, como horários de trabalho alternativos, trabalho remoto ou compartilhamento de empregos, para ajudar os jovens a equilibrar suas vidas pessoais, profissionais e estudos para que não haja desistência da vida escolar.",Educação
13028,10,1.0,"2023-10-29T14:30:35,944","2023-10-31T02:01:04,469",39,,,,brasilpartipativo-PROP-2023-10-13028,,,,"2023-10-29T14:31:53,627",0,1,,1378,False,,,,,0,"{""pt-BR"": ""Programa Juventude Consciente: Promovendo Equidade na Educação para Fortalecer a Democracia.""}","{""pt-BR"": ""O \""Programa Juventude Consciente\"" visa promover igualdade na educação e fortalecer a democracia. Com três pilares: Equidade na Educação (acesso igual para todos), Conscientização Cívica (ensino dos princípios democráticos) e Engajamento da Juventude (participação ativa), a proposta busca combater desigualdades e capacitar jovens na construção de uma sociedade mais justa e democrática. O programa visa investir em infraestrutura e formação de professores para garantir acesso igualitário à educação""}",5,1,True,[],,programa juventude consciente: promovendo equidade na educação para fortalecer a democracia.,"o ""programa juventude consciente"" visa promover igualdade na educação e fortalecer a democracia. com três pilares: equidade na educação (acesso igual para todos), conscientização cívica (ensino dos princípios democráticos) e engajamento da juventude (participação ativa), a proposta busca combater desigualdades e capacitar jovens na construção de uma sociedade mais justa e democrática. o programa visa investir em infraestrutura e formação de professores para garantir acesso igualitário à educação",Educação
12580,10,1.0,"2023-10-19T03:05:22,398","2023-10-27T02:34:47,001",32,,,,brasilpartipativo-PROP-2023-10-12580,,,,"2023-10-19T03:06:23,058",0,1,,938,False,,,,,0,"{""pt-BR"": ""Rede de Conexão e Guia de Secundaristas""}","{""pt-BR"": ""Uma rede social que conecta os alunos das redes de ensino médio público de todo o brasil de acordo com seus gostos, dúvidas, dilemas e afins.\nUma rede para-didática, mas que também sirva como forma de comunicação e feedback desses alunos para com suas direções e secretárias de educação e ensino. Também servirá como um \""guia\"" para aqueles que não possuem uma instrução externa de como agir de forma profissional e sobre como dar continuidade a seus estudos pós sua formação em seu Ensino Médio.""}",5,1,True,[],,rede de conexão e guia de secundaristas,"uma rede social que conecta os alunos das redes de ensino médio público de todo o brasil de acordo com seus gostos, dúvidas, dilemas e afins.
uma rede para-didática, mas que também sirva como forma de comunicação e feedback desses alunos para com suas direções e secretárias de educação e ensino. também servirá como um ""guia"" para aqueles que não possuem uma instrução externa de como agir de forma profissional e sobre como dar continuidade a seus estudos pós sua formação em seu ensino médio.",Educação
12679,10,1.0,"2023-10-21T16:17:59,367","2023-10-29T15:13:32,688",43,,,,brasilpartipativo-PROP-2023-10-12679,,,,"2023-10-21T16:18:53,461",0,1,,1035,False,,,,,0,"{""pt-BR"": ""Aulas Práticas de Artes nas Escolas ""}","{""pt-BR"": ""Tornar obrigatórias aulas práticas de artes, incluindo visitas a casas de artistas plásticos, dançarinos, pintores, desenhistas, escritores e poetas locais. Aplicar ou visualizar na prática os conhecimentos facilita a aprendizagem e conecta a escola com a cidade e com o estado.""}",5,2,True,[],,aulas práticas de artes nas escolas ,"tornar obrigatórias aulas práticas de artes, incluindo visitas a casas de artistas plásticos, dançarinos, pintores, desenhistas, escritores e poetas locais. aplicar ou visualizar na prática os conhecimentos facilita a aprendizagem e conecta a escola com a cidade e com o estado.",Educação
12519,10,1.0,"2023-10-18T00:01:47,823","2023-10-31T01:32:04,572",40,,,,brasilpartipativo-PROP-2023-10-12519,,,,"2023-10-18T00:02:46,339",0,1,,877,False,,,,,0,"{""pt-BR"": ""Doação de ônibus a prefeituras para transporte de universitários ""}","{""pt-BR"": ""Muitos universitários que estudam fora de suas cidades acabam ficando sem transporte garantido. Prefeituras alegam dificuldades para contratar veículos. Doar ônibus às prefeituras, como os ônibus escolares, atenuaria esse problema.""}",5,3,True,[],,doação de ônibus a prefeituras para transporte de universitários ,"muitos universitários que estudam fora de suas cidades acabam ficando sem transporte garantido. prefeituras alegam dificuldades para contratar veículos. doar ônibus às prefeituras, como os ônibus escolares, atenuaria esse problema.",Educação
12451,10,1.0,"2023-10-17T20:19:56,485","2023-10-29T03:23:47,400",40,,,,brasilpartipativo-PROP-2023-10-12451,,,,"2023-10-17T20:20:23,130",0,1,,809,False,,,,,0,"{""pt-BR"": ""Observatórios de Juventudes: Potencializando o Conhecimento para Políticas Inclusivas""}","{""pt-BR"": ""Esta proposta defende a criação de Observatórios de Juventudes em nível local para realizar pesquisas. Esses observatórios irão compilar dados de institutos de pesquisa e universidades, disponibilizando-os em uma plataforma digital. Isso não só promove a transparência, mas também fornece dados essenciais para o desenvolvimento de políticas públicas voltadas para a juventude, garantindo uma abordagem mais informada e inclusiva.""}",5,1,True,[],,observatórios de juventudes: potencializando o conhecimento para políticas inclusivas,"esta proposta defende a criação de observatórios de juventudes em nível local para realizar pesquisas. esses observatórios irão compilar dados de institutos de pesquisa e universidades, disponibilizando-os em uma plataforma digital. isso não só promove a transparência, mas também fornece dados essenciais para o desenvolvimento de políticas públicas voltadas para a juventude, garantindo uma abordagem mais informada e inclusiva.",Educação
12663,10,1.0,"2023-10-20T20:08:02,620","2023-10-30T13:34:00,679",39,,,,brasilpartipativo-PROP-2023-10-12663,,,,"2023-10-20T20:08:15,764",0,1,,1019,False,,,,,0,"{""pt-BR"": ""Edital Parfor Equidade: Inclusão e Qualificação na Educação""}","{""pt-BR"": ""O Edital Parfor Equidade visa promover a equidade na formação de professores, garantindo oportunidades iguais a todos. Este programa oferece bolsas e recursos para estudantes de baixa renda, incentivando a participação em cursos de licenciatura. A iniciativa visa reduzir disparidades educacionais, capacitando professores em regiões vulneráveis. Ao focar na equidade, o edital busca transformar a educação, promovendo inclusão e qualidade em todo o sistema de ensino brasileiro.""}",5,1,True,[],,edital parfor equidade: inclusão e qualificação na educação,"o edital parfor equidade visa promover a equidade na formação de professores, garantindo oportunidades iguais a todos. este programa oferece bolsas e recursos para estudantes de baixa renda, incentivando a participação em cursos de licenciatura. a iniciativa visa reduzir disparidades educacionais, capacitando professores em regiões vulneráveis. ao focar na equidade, o edital busca transformar a educação, promovendo inclusão e qualidade em todo o sistema de ensino brasileiro.",Educação
12314,10,1.0,"2023-10-14T15:00:04,439","2023-10-31T02:26:25,943",43,,,,brasilpartipativo-PROP-2023-10-12314,,,,"2023-10-14T15:00:49,105",0,1,,673,False,,,,,0,"{""pt-BR"": ""Incluir a Gastronomia Afro-Brasileira no Currículo Obrigatório dos Cursos de Nutrição, Gastronomia e afins ""}","{""pt-BR"": ""A herança africana está presente na nossa alimentação diária. Formar profissionais da alimentação conscientes da importância de manter viva a memória afro-brasileira é mais do que um reconhecimento, é um investimento na potencialidade gastronômica e turística brasileira. Conhecer a história do que comemos nos faz valorizar a nossa história e formar um povo com autoestima elevada.""}",5,2,True,[],,"incluir a gastronomia afro-brasileira no currículo obrigatório dos cursos de nutrição, gastronomia e afins ","a herança africana está presente na nossa alimentação diária. formar profissionais da alimentação conscientes da importância de manter viva a memória afro-brasileira é mais do que um reconhecimento, é um investimento na potencialidade gastronômica e turística brasileira. conhecer a história do que comemos nos faz valorizar a nossa história e formar um povo com autoestima elevada.",Educação
12396,10,1.0,"2023-10-16T06:08:37,490","2023-10-29T03:40:58,339",53,,,,brasilpartipativo-PROP-2023-10-12396,,,,"2023-10-16T06:09:10,497",0,1,,755,False,,,,,0,"{""pt-BR"": ""Inclusão LGBT+: Vozes e Direitos""}","{""pt-BR"": ""Implementar políticas para garantir a inclusão plena da comunidade LGBT+ na sociedade civil, promovendo educação inclusiva, sensibilização para a diversidade e treinamentos antidiscriminação. Ao assegurar espaços seguros e representativos, não apenas se promove a participação ativa da juventude LGBT+ na sociedade, mas também se fortalecem os valores de igualdade e diversidade em toda a nação.""}",5,1,True,[],,inclusão lgbt+: vozes e direitos,"implementar políticas para garantir a inclusão plena da comunidade lgbt+ na sociedade civil, promovendo educação inclusiva, sensibilização para a diversidade e treinamentos antidiscriminação. ao assegurar espaços seguros e representativos, não apenas se promove a participação ativa da juventude lgbt+ na sociedade, mas também se fortalecem os valores de igualdade e diversidade em toda a nação.",Educação
13059,10,1.0,"2023-10-29T18:01:37,535","2023-10-30T23:22:04,203",43,,,,brasilpartipativo-PROP-2023-10-13059,,,,"2023-10-29T18:03:09,533",0,1,,1408,False,,,,,0,"{""pt-BR"": ""Educação Inclusiva Lgbtqiap+ nas Escolas""}","{""pt-BR"": ""Essa proposta visa a promoção da educação inclusiva LGBTQIAP+ nas escolas brasileiras. A educação inclusiva, com foco na diversidade sexual e de gênero, é essencial para combater a discriminação e promover o respeito às identidades LGBTQIAP+. A proposta inclui a capacitação de professores, desenvolvimento de currículos inclusivos, e a criação de espaços seguros para discussões e apoio a estudantes LGBTQIAP+. Um núcleo em cada escola para discutir e acolher a comunidade.""}",5,3,True,[],,educação inclusiva lgbtqiap+ nas escolas,"essa proposta visa a promoção da educação inclusiva lgbtqiap+ nas escolas brasileiras. a educação inclusiva, com foco na diversidade sexual e de gênero, é essencial para combater a discriminação e promover o respeito às identidades lgbtqiap+. a proposta inclui a capacitação de professores, desenvolvimento de currículos inclusivos, e a criação de espaços seguros para discussões e apoio a estudantes lgbtqiap+. um núcleo em cada escola para discutir e acolher a comunidade.",Educação
11829,10,7.0,"2023-09-15T13:41:11,995","2023-10-29T04:06:58,012",51,,,,brasilpartipativo-PROP-2023-09-11829,,,,"2023-09-15T13:41:57,680",0,1,,196,False,,,,,0,"{""pt-BR"": ""Criação de oficinas de cursos profissionalizantes ""}","{""pt-BR"": ""Trimestralmente o governo produzirá oficinas profissionalizantes, disponibilizado cursos que ajudem na preparação do indivíduo para o mercado de trabalho;Como por exemplo: Oficina de elaboração de currículo e palestra com dicas para entrevistas de emprego.""}",5,1,True,[],,criação de oficinas de cursos profissionalizantes ,"trimestralmente o governo produzirá oficinas profissionalizantes, disponibilizado cursos que ajudem na preparação do indivíduo para o mercado de trabalho;como por exemplo: oficina de elaboração de currículo e palestra com dicas para entrevistas de emprego.",Educação
12191,10,1.0,"2023-10-10T22:47:27,090","2023-10-29T04:09:05,795",55,,,,brasilpartipativo-PROP-2023-10-12191,,,,"2023-10-10T22:48:04,446",0,1,,551,False,,,,,0,"{""pt-BR"": ""Utilizar a tecnologia para a melhoria da acessibilidade nas escolas públicas.""}","{""pt-BR"": ""A tecnologia pode trazer uma melhor socialização entre os alunos, por meio de jogos e trabalhos em equipe. Também será possível utilizar materiais virtuais com adaptações, por exemplo, o uso de legendas e audiodescrição. A acessibilidade é de grande importância para garantir que todos os alunos tenham uma boa experiência de aprendizado, e a tecnologia pode ser uma aliada nesse processo.""}",5,2,True,[],,utilizar a tecnologia para a melhoria da acessibilidade nas escolas públicas.,"a tecnologia pode trazer uma melhor socialização entre os alunos, por meio de jogos e trabalhos em equipe. também será possível utilizar materiais virtuais com adaptações, por exemplo, o uso de legendas e audiodescrição. a acessibilidade é de grande importância para garantir que todos os alunos tenham uma boa experiência de aprendizado, e a tecnologia pode ser uma aliada nesse processo.",Educação
12389,10,1.0,"2023-10-16T05:34:43,505","2023-10-29T02:56:37,840",35,,,,brasilpartipativo-PROP-2023-10-12389,,,,"2023-10-16T05:35:00,545",0,1,,748,False,,,,,0,"{""pt-BR"": ""Incentivos para Educação Continuada""}","{""pt-BR"": ""Criar incentivos financeiros para jovens que desejam continuar sua educação, seja por meio de cursos de especialização, graduação ou pós-graduação, facilitando o acesso à aprendizagem ao longo da vida.""}",5,1,True,[],,incentivos para educação continuada,"criar incentivos financeiros para jovens que desejam continuar sua educação, seja por meio de cursos de especialização, graduação ou pós-graduação, facilitando o acesso à aprendizagem ao longo da vida.",Educação
12473,10,1.0,"2023-10-17T20:50:09,326","2023-10-29T02:54:03,837",38,,,,brasilpartipativo-PROP-2023-10-12473,,,,"2023-10-17T20:50:26,255",0,1,,831,False,,,,,0,"{""pt-BR"": ""Acesso Simplificado: Políticas Públicas para Todos""}","{""pt-BR"": ""Esta proposta foca na desburocratização das políticas públicas relacionadas ao acesso à terra, habitação, infraestruturas de produção e educação em ambientes rurais, urbanos e comunidades tradicionais. Eliminando barreiras burocráticas, torna-se mais fácil para todos, independentemente do contexto, acessar esses benefícios essenciais, promovendo a igualdade e melhorando a qualidade de vida para diversas comunidades no Brasil.""}",5,1,True,[],,acesso simplificado: políticas públicas para todos,"esta proposta foca na desburocratização das políticas públicas relacionadas ao acesso à terra, habitação, infraestruturas de produção e educação em ambientes rurais, urbanos e comunidades tradicionais. eliminando barreiras burocráticas, torna-se mais fácil para todos, independentemente do contexto, acessar esses benefícios essenciais, promovendo a igualdade e melhorando a qualidade de vida para diversas comunidades no brasil.",Educação
12410,10,1.0,"2023-10-17T04:17:01,841","2023-10-29T03:38:59,349",47,,,,brasilpartipativo-PROP-2023-10-12410,,,,"2023-10-17T04:17:37,696",0,1,,768,False,,,,,0,"{""pt-BR"": ""Criação de programas de qualificação profissional direcionados aos jovens de baixa renda""}","{""pt-BR"": ""Essa proposta tem como objetivo promover a inclusão social e econômica dos jovens de baixa renda, oferecendo cursos e capacitação para que possam adquirir competências e aumentar suas chances no mercado de trabalho.""}",5,1,True,[],,criação de programas de qualificação profissional direcionados aos jovens de baixa renda,"essa proposta tem como objetivo promover a inclusão social e econômica dos jovens de baixa renda, oferecendo cursos e capacitação para que possam adquirir competências e aumentar suas chances no mercado de trabalho.",Educação
12500,10,1.0,"2023-10-17T23:40:43,377","2023-10-29T02:38:57,688",40,,,,brasilpartipativo-PROP-2023-10-12500,,,,"2023-10-17T23:40:55,988",0,1,,858,False,,,,,0,"{""pt-BR"": ""Respeito à Diversidade: Campanhas de Educação para a Inclusão""}","{""pt-BR"": ""Esta iniciativa visa criar campanhas educativas e publicitárias para sensibilizar a sociedade sobre a inclusão dos jovens com deficiência. As campanhas destacarão a importância de respeitar a autonomia, desejos e necessidades de experimentação desses jovens. Será enfatizado que o jovem deficiente e seu acompanhante são indivíduos distintos, promovendo uma compreensão mais profunda e respeitosa da diversidade funcional na sociedade.""}",5,1,True,[],,respeito à diversidade: campanhas de educação para a inclusão,"esta iniciativa visa criar campanhas educativas e publicitárias para sensibilizar a sociedade sobre a inclusão dos jovens com deficiência. as campanhas destacarão a importância de respeitar a autonomia, desejos e necessidades de experimentação desses jovens. será enfatizado que o jovem deficiente e seu acompanhante são indivíduos distintos, promovendo uma compreensão mais profunda e respeitosa da diversidade funcional na sociedade.",Educação
